Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7369,Invefi Lyon,"
78 - 80 Rue Boileau, 69006 Lyon, France",Lyon,courtage,http://www.invefilyon.com/,+33661238737,hwambergue@invefilyon.com,0,courtage,general,55,35,"Invefi Lyon - courtier assurance de pret (78-80 rue Boileau 69006). Site WP date : copyright 2020 (+25), pas de favicon (+5), images non webp (+5). Emails hwambergue@ / fgirardet@invefilyon.com, tel 06 61 23 87 37. Opportunite refonte.",a_contacter,,
7370,CreditLight,"
236 Rue Garibaldi, 69003 Lyon, France",Lyon,courtage,http://www.creditlight.com/,+33478271532,info@creditlight.com,0,courtage,general,70,45,"CreditLight - courtier en rachat/regroupement de credits (236 rue Garibaldi 69003 Lyon). Site Drupal nettement obsolete : copyright 2015 (+25), liens Viadeo/Google+ morts, pas de webp (+5). Plusieurs emails reels sur /contact : info@creditlight.com (dir. obriand@creditlight.com), tel 04 78 27 15 32. Opportunite refonte.",a_contacter,,
7371,MAXIMILIEN,"
127 Av. Thiers, 69006 Lyon, France",Lyon,courtage,https://www.rci69.fr/,+33472720369,info@rci69.fr,0,courtage,general,55,0,"RCI69 / MAXIMILIEN - site moderne (WP Elementor, uploads 2025) mais activite reel = regie immobiliere (syndic/gestion/transaction), PAS du courtage -> a verifier. info@rci69.fr, 04 72 72 03 69.",a_verifier,,
7372,Oradéa Vie,"
17 bis Pl. des Reflets, 92400 Courbevoie, France",Paris,courtage,https://www.oradeavie.fr/fr/nous-contacter/,+33238796700,,0,courtage,general,55,0,Oradea Vie - grand compte : assureur emprunteur du groupe Societe Generale (Courbevoie). URL scrapee = page contact. Site TYPO3 moderne. Pas le site du commerce scrape.,a_verifier,,
7373,Crédit Immobilier de France Developpement,"
91 Cr Charlemagne, 69002 Lyon, France",Lyon,courtage,https://www.credit-immobilier-de-france.fr/,+33969393251,,0,courtage,general,55,100,"URL grand compte CIF (Credit Immobilier de France Developpement) - pas le site du commerce scrape (a verifier). 403 anti-bot, PAS un site casse.",a_verifier,,
7374,acheteraucol.com,73 RUE DE LAMOULY 64600 ANGLET,Bordeaux,courtage,https://acheteraucol.com,0559525661,commercial@le-col.com,50,courtage,general,35,5,"acheteraucol.com / Le COL - activite reel = Cooperative HLM Le COL (Comite Ouvrier du Logement, Anglet), PAS un courtier. Site WP actif mais pas modernise (images png +5). commercial@le-col.com, 05 59 52 56 61.",a_verifier,,
7375,logement.bnpparibas.fr,,Bordeaux,courtage,https://logement.bnpparibas.fr,,,50,courtage,general,35,0,logement.bnpparibas.fr - grand compte : BNP Paribas Immobilier (promoteur). Site Drupal moderne. Pas le site du commerce scrape.,a_verifier,,
7376,BRANCH,,Bordeaux,courtage,https://credirama.fr,,,50,courtage,general,35,0,"Credirama - courtier (page ORIAS). Site WP moderne, images webp, copyright 2025. Sain. Email contact@bluepixelcie.com = agence web (Blue Pixel Cie) -> nettoye.",,,
7377,bnpparibas.fr,,Bordeaux,courtage,https://bnpparibas.fr,0217804630,,50,courtage,general,55,100,URL grand compte BNP (bnpparibas.fr) - pas le site du commerce scrape (a verifier).,a_verifier,,
7378,OTTAVIANI,4 place de Budapest CS 92459,Lyon,courtage,https://jerenegocie.com,0491548368,,50,courtage,general,55,0,"JeRenegocie / OTTAVIANI - courtier en assurance de pret (ORIAS 20000518). Site tres moderne (Crisp, actus 2025-26), tel 04 91 54 83 68. Sain.",,,
7379,malakoffhumanis.com,21 rue Laffitte - 75009 Paris - Tél,Paris,courtage,https://malakoffhumanis.com,0156033456,,50,courtage,general,35,0,"malakoffhumanis.com - grand compte : groupe national de protection sociale Malakoff Humanis, site institutionnel Drupal moderne. Pas le site du commerce scrape.",a_verifier,,
7380,DEMURGER,200 avenue Salvador Allende - CS 90000 -,Paris,courtage,https://maif.fr,0549737475,assurance@maif.fr,50,courtage,general,35,0,"maif.fr - grand compte : MAIF (mutuelle nationale), site institutionnel moderne. Pas le site du commerce scrape.",a_verifier,,
7381,caassure.com,,Paris,courtage,https://caassure.com,0969371320,,50,courtage,general,35,0,"caassure.com (Ca Assure) - courtier assurance, reseau Kereis. WP moderne webp, 09 69 37 13 20. Sain.",,,
7382,BRUNEAU,,Paris,courtage,https://assuranceemprunteur.malakoffhumanis.com,0184802557,,50,courtage,general,35,0,assuranceemprunteur.malakoffhumanis.com - grand compte : sous-domaine du groupe Malakoff Humanis (assurance emprunteur).,a_verifier,,
7383,banque-et-credit.com,,Bordeaux,courtage,https://banque-et-credit.com,,,50,courtage,general,35,10,"banque-et-credit.com - comparateur de credit en PHP custom obsolete, images jpg/png non webp (+5), pas d'OG (+5), copyright sans annee.",a_verifier,,
