Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
6926,CLINICA,"
19 Rue de Bassano, 75116 Paris, France",Paris,cliniques_esthetiques,https://clinica.fr/,+33145511000,,0,cliniques_esthetiques,web,1,5,no_favicon(+5),,,
6927,CSHP Paris,"
12 Rue de Ponthieu, 75008 Paris, France",Paris,cliniques_esthetiques,https://www.doctolib.fr/centre-laser-et-esthetique/paris/cshp-a-paris?pid=practice-2361&utm_source=google_appointment_redirect&utm_campaign=gmb&utm_medium=organic&rwg_token=AFd1xnE_PCBz4LRUDkEW86CSBNr1CW0xqhtc3mFMph7zoxsHi2EBgOR7MEvfE0Pel_gOGXEB5L3q5EDc6wlWRB5AFRVQk3jjBQ%3D%3D,+33153535000,,0,cliniques_esthetiques,web,2,,Doctolib — pas de site propre,a_verifier,,
6928,Centre Lasers Dermatologiques à Lyon,"
16 Rue Childebert, 69002 Lyon, France",Lyon,cliniques_esthetiques,https://www.doctolib.fr/cabinet-medical/lyon/centre-lasers-dermatologiques-lyon-lyon?pid=practice-143447&utm_source=google_appointment_redirect&utm_campaign=gmb&utm_medium=organic&rwg_token=AFd1xnEaiJZyLLGaFjip-dRkFPRxLVaWxnVqptMlZaYFDIKMaTCp0lRCWiBWlaFYMOnWC-gDRqMd6-4E5fE2fjIZs1bicv0rRQ%3D%3D,+33472569977,,0,cliniques_esthetiques,web,2,,Doctolib — pas de site propre,a_verifier,,
6929,Innerskin Paris - Marais | Centre d'esthétique médicale,"
59 Rue des Francs Bourgeois, 75004 Paris, France",Paris,cliniques_esthetiques,https://app.innerskin.com/,+33140245880,,0,cliniques_esthetiques,web,35,,"app.innerskin.com = plateforme de réservation réseau Innerskin (chaîne) — pas le site propre du centre, grand compte réseau",a_verifier,,
6930,ARTHESTIC Médecine Esthétique,"
19 Rue Vignon, 75008 Paris, France",Paris,cliniques_esthetiques,http://www.arthestic.com/,+33147420584,arthestic@yahoo.fr,0,cliniques_esthetiques,web,2,20,pas_https(+15); no_favicon(+5),a_verifier,,
6931,Docteur Flamans Brice,"
10 Bd Jules Favre, 69006 Lyon, France",Lyon,cliniques_esthetiques,https://www.doctolib.fr/chirurgien-plastique/bourg-en-bresse/brice-flamans?pid=practice-8936&utm_source=google_appointment_redirect&utm_campaign=gmb&utm_medium=organic&rwg_token=AFd1xnFib8OQHEDA1RIAIxZ2sPVNg-as6VizZd447dZfO0q48qMh05N6g4IMrINR0wZ2LdqyEVLBbuQEKxZGm39Too7fRh2HFQ%3D%3D,+33478418885,,0,cliniques_esthetiques,web,2,,Doctolib — pas de site propre,a_verifier,,
6932,Docteur Nicolas Costa,"
51 Rue de la Bourse, 69002 Lyon, France",Lyon,cliniques_esthetiques,https://www.doctolib.fr/medecin-generaliste/lyon/nicolas-costa?pid=practice-110384&utm_source=google_appointment_redirect&utm_campaign=gmb&utm_medium=organic&rwg_token=AFd1xnFUqMiaJ-O1RzA17L_3NmUfrEslTHki_uQc6RagZ1v1eAOqEQMEC9KnE_SWTnFDO6Tp-dXsqeSHc7cbobF19_HKpKWgVA%3D%3D,+33482533504,,0,cliniques_esthetiques,web,2,,Doctolib — pas de site propre,a_verifier,,
6933,SPÉCIFIÉ,"
171 Rue Léon Blum, 69100 Villeurbanne, France",Lyon,cliniques_esthetiques,https://www.celest-lyon.com/,+33428870038,,0,cliniques_esthetiques,web,3,45,non_responsive(+40); no_favicon(+5),a_verifier,,
6934,"Dr Maurice Dray, médecin esthétique, Clinique Dray","
3 Av. Montaigne, 75008 Paris, France",Paris,cliniques_esthetiques,,+33144178020,,0,cliniques_esthetiques,web,5,,Aucun site — forte opportunité création; tel=+33144178020,a_contacter,,
6935,GENSANNE,"
909 Rte d'Anse, 69480 Ambérieux, France",Lyon,cliniques_esthetiques,https://clinique-esthetique.fr/contact/,+33474600600,,0,cliniques_esthetiques,web,1,0,WordPress moderne,,,
