Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
6976,clinique.crpce.com,,Marseille,cliniques_esthetiques,https://clinique.crpce.com,,,0,cliniques_esthetiques,web,2,,clinique.crpce.com = 404 (champ Site mort); vrai domaine www.crpce.com OK (moderne) — doublon avec 7009,a_verifier,,
6977,AGENCY,9 Rue de la Baignerie 59000 LILLE Créateur,Lille,cliniques_esthetiques,https://laser-esthetique-lille.com,0320078530,,0,cliniques_esthetiques,web,2,0,Site moderne; email=agence web (wapiti-agency.com) à nettoyer,a_verifier,,
6978,dr-elia.com,,Lille,cliniques_esthetiques,https://dr-elia.com,,,0,cliniques_esthetiques,web,1,0,Site moderne,,,
6979,dr-sanavi-esthetique.fr,,Bordeaux,cliniques_esthetiques,https://dr-sanavi-esthetique.fr,,,0,cliniques_esthetiques,web,3,45,non_responsive(+40); no_favicon(+5) — pas de contact exploitable,a_verifier,,
6980,lemedecin.fr,,Marseille,cliniques_esthetiques,https://lemedecin.fr,,,0,cliniques_esthetiques,web,1,5,no_webp(+5),,,
6981,dr-laurent.fr,,Lille,cliniques_esthetiques,https://dr-laurent.fr,,,0,cliniques_esthetiques,web,1,0,WordPress — site moderne,,,
6982,CLEMENCEAU,179 Boulevard Clemenceau 59700 Marcq-en-Bar,Lille,cliniques_esthetiques,https://cliniqueclemenceau.fr,0320805454,,0,cliniques_esthetiques,web,1,0,Site moderne,,,
6983,clinic-renaissance.fr,,Lille,cliniques_esthetiques,https://clinic-renaissance.fr,0320828232,contact@clinic-renaissance.fr,0,cliniques_esthetiques,web,1,0,Site moderne,,,
6984,LAVOCAT,9 rue du colisée 33000 Bordeaux,Bordeaux,cliniques_esthetiques,https://anthesebordeaux.fr,0557999041,contact@anthesebordeaux.fr,0,cliniques_esthetiques,web,1,0,Site moderne,,,
6985,dr-emma-lavocat.com,,Bordeaux,cliniques_esthetiques,https://dr-emma-lavocat.com,0100529808,,0,cliniques_esthetiques,web,1,0,Site moderne,,,
6986,chirurgie-du-visage-bordeaux.fr,,Bordeaux,cliniques_esthetiques,https://chirurgie-du-visage-bordeaux.fr,,,0,cliniques_esthetiques,web,1,5,no_favicon(+5),,,
6987,chirurgieesthetiquebordeaux.fr,,Bordeaux,cliniques_esthetiques,https://chirurgieesthetiquebordeaux.fr,,,0,cliniques_esthetiques,web,1,5,no_favicon(+5),,,
6988,esthetiquenouvelleaquitaine.com,,Bordeaux,cliniques_esthetiques,https://esthetiquenouvelleaquitaine.com,,,0,cliniques_esthetiques,web,1,0,Site moderne,,,
6989,clinique-phenicia.com,8 Boulevard Sainte Thérèse 13005,Marseille,cliniques_esthetiques,https://clinique-phenicia.com,0504302202,contact@cliniquephenicia.com,0,cliniques_esthetiques,web,1,5,no_favicon(+5),,,
6990,DESOUCHES,5 Boulevard Notre Dame 13006,Marseille,cliniques_esthetiques,https://desouches-chirurgien-esthetique.com,0491550000,contact@desouches-chirurgien-esthetique.fr,0,cliniques_esthetiques,web,1,5,no_favicon(+5),,,
6991,THOMAS,,Marseille,cliniques_esthetiques,https://guidicelli-esthetique.com,0783838542,,0,cliniques_esthetiques,web,1,0,Site moderne,,,
6992,lachirurgieesthetique.org,,Paris,cliniques_esthetiques,https://lachirurgieesthetique.org,,,0,cliniques_esthetiques,web,3,45,non_responsive(+40); no_favicon(+5) — pas de contact exploitable,a_verifier,,
6993,serri-chirurgien-esthetique.com,,Marseille,cliniques_esthetiques,https://serri-chirurgien-esthetique.com,,,0,cliniques_esthetiques,web,1,5,no_webp(+5),,,
6994,BERTRAND,,Lyon,cliniques_esthetiques,https://dr-durantet.com,0437425380,,0,cliniques_esthetiques,web,2,0,Site moderne — doublon avec liste_57/6943 (dr-durantet),a_verifier,,
6995,medecineesthetique.cliniquecrillon.com,96 rue Crillon - - 69006 LYON Adresse du siège social de la société,Lyon,cliniques_esthetiques,https://medecineesthetique.cliniquecrillon.com,0478173736,,0,cliniques_esthetiques,web,2,0,Sous-domaine clinique Crillon — doublon entité avec 6973,a_verifier,,
6996,docteur-rivalier.com,4 Rue d'Enghien 69002 Lyon,Lyon,cliniques_esthetiques,https://docteur-rivalier.com,0478598679,,0,cliniques_esthetiques,web,1,0,WordPress — site moderne,,,
6997,seize-mai.com,,Lyon,cliniques_esthetiques,https://seize-mai.com,0481912588,bonjour@seize-mai.com,0,cliniques_esthetiques,web,1,5,no_favicon(+5),,,
6998,beaujour.com,,Lyon,cliniques_esthetiques,https://beaujour.com,0444446040,contact@beaujour.com,0,cliniques_esthetiques,web,1,0,Site moderne,,,
6999,docteur-aimard.com,,Lyon,cliniques_esthetiques,https://docteur-aimard.com,0786298044,,0,cliniques_esthetiques,web,1,0,WordPress — site moderne,,,
7000,appartbeaute.com,,Paris,cliniques_esthetiques,https://appartbeaute.com,,,0,cliniques_esthetiques,web,1,5,no_favicon(+5),,,
