Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7896,verdonk,,Marseille,immobilier,https://lnc.fr,,,0,immobilier,general,85,100,"lnc.fr = Les Nouveaux Constructeurs, promoteur immobilier national (grand compte) - pas le site d'un commerce local. Site injoignable par scraper (transport error, 3 variantes testees).",a_verifier,,
7897,non-diffusible,,Lyon,immobilier,https://logic-immo.com,,contact@logic-immo.com,50,immobilier,general,55,0,"logic-immo.com = portail d'annonces immobilieres (Logis-Transac) - grand compte plateforme, pas un commerce.",a_verifier,,
7898,maisonsetappartements.fr,455 Promenade des Anglais - Portes de l'Arenas - B - 06200 Nice FRANCE Tél,Paris,immobilier,https://maisonsetappartements.fr,,contact@maisonsetappartements.fr,50,immobilier,general,85,100,"maisonsetappartements.fr = media immobilier national - grand compte. 403 anti-bot, injoignable par scraper (site pas casse).",a_verifier,,
7899,nathan,,Lyon,immobilier,https://green-acres.fr,,,50,immobilier,general,55,0,"green-acres.fr = portail immobilier international (Green-Acres / Sotheby's International) - grand compte, site moderne.",a_verifier,,
7900,boucher,,Paris,immobilier,https://courbevoie-bellerive.fr,0147591721,,0,immobilier,general,55,25,courbevoie-bellerive.fr = programme immobilier BNP Paribas Real Estate - grand compte promoteur.,a_verifier,,
7901,POUQUET,,Lyon,immobilier,https://explorimmoneuf.com,,contact@figaroimmoneuf.fr,50,immobilier,general,55,100,"explorimmoneuf.com = portail promotion-neuf (Figaro Immobilier Neuf) - grand compte. 403 anti-bot, injoignable par scraper.",a_verifier,,
7902,laforet,,Paris,immobilier,https://laforet.com,0932139913,yjehanno@laforet.com,0,immobilier,general,35,0,"laforet.com = franchise immobiliere nationale (720 agences, reseau Laforet) - grand compte reseau.",a_verifier,,
7903,lagre,48 RUE DU CHEMIN VERT 75011 PARIS FRANCE hello,Paris,immobilier,https://doly.me,0173731918,contact@doly.me,0,immobilier,general,35,0,,,,
7904,anelli,,Paris,immobilier,https://seloger.com,,lars.nordmark@aviv-group.com,0,immobilier,general,55,0,"seloger.com = portail d'annonces immobilieres (Groupe AVIV) - grand compte, pas un commerce.",a_verifier,,
7905,laroue-pont,455 Promenade des Anglais - Portes de l'Arenas - B - 06200 Nice FRANCE,Paris,immobilier,https://residences-immobilier.com,,contact@residences-immobilier.com,50,immobilier,general,35,10,"residences-immobilier.com - 403 anti-bot (https + http), injoignable par scraper, a verifier.",a_verifier,,
7906,realadvisor.fr,,Paris,immobilier,https://realadvisor.fr,,info@realadvisor.com,50,immobilier,general,85,100,"realadvisor.fr = plateforme d'estimation immobiliere (RealAdvisor) - grand compte. 403 anti-bot (https + http), injoignable par scraper.",a_verifier,,
7907,harhad,,Lyon,immobilier,https://manda.fr,0179731112,contact@manda.fr,50,immobilier,general,35,0,"manda.fr = Manda (ex-Flatlooker), neo-agence immobiliere nationale (20 000+ baux signes, bureaux multiples, plateforme) - grand compte.",a_verifier,,
7908,CHARLES-MARIE,21 rue d'Artois 75008 PARIS,Paris,immobilier,https://danielfeau.com,0156884848,dpo@danielfeau.com,0,immobilier,general,35,0,"danielfeau.com = Daniel Feau / Groupe Feau, immobilier de luxe Paris - 24 agences, partenaire Christie's - grand compte reseau.",a_verifier,,
7909,guerry-domnequeguerry-domneque,68 rue Marjolin - 92300 Levallois-Perret - RCS Nanterre,Paris,immobilier,https://accueil.immo,0240612165,dpai@accueil.immo,0,immobilier,general,35,0,"accueil.immo = Accueil Immobilier, promoteur de standing Ile-de-France, filiale du Groupe Accueil (SAS 24M€) - grand compte.",a_verifier,,
7910,firbal,155 rue Jean Jacques Rousseau 92130 Issy-les-Moulineaux Tél,Paris,immobilier,https://clos-saint-louis.fr,0120180000,m.hamon@marignan.immo,0,immobilier,general,85,100,"clos-saint-louis.fr = programme immobilier Marignan (promoteur national) - grand compte. 403 anti-bot, injoignable par scraper.",a_verifier,,
7911,bastide,,Paris,immobilier,https://plusse.co,0769149781,contact@plusse.co,50,immobilier,general,35,0,,,,
7912,agencedeslices-syndic.fr,,Lyon,immobilier,https://agencedeslices-syndic.fr,0481510437,accueil@agencedeslices.immo,50,immobilier,general,35,0,,,,
7913,dubois,,Lille,immobilier,https://maisons-du-nord.fr,,,50,immobilier,general,35,0,"maisons-du-nord.fr = constructeur de maisons individuelles (4 agences HDF, 963 maisons livrees), marque du Groupe Thomas Piron - grand compte groupe.",a_verifier,,
7914,sance,,Lille,immobilier,https://synerg-i.com,,contact@synerg-i.com,50,immobilier,general,35,0,,,,
7915,descamps,377 BOULEVARD GAMBETTA 59200 TOURCOING L,Lille,immobilier,https://lepicentre-wattignies.fr,0320849999,contact@urbaxim.fr,50,immobilier,general,35,0,lepicentre-wattignies.fr = programme immobilier neuf du promoteur URBAXIM (co-realisation Demathieu Bard) - grand compte promoteur.,a_verifier,,
