Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7073,treatwell.fr,,Paris,cliniques_esthetiques,https://treatwell.fr,0374973672,alessandro.frau@treatwell.fr,0,cliniques_esthetiques,general,50,5,"URL = plateforme de reservation de soins beaute/bien-etre Treatwell (marketplace), pas une clinique. Email alessandro.frau@treatwell.fr = employe de la plateforme. Vraie cible a identifier.",a_verifier,,
7074,cliniqueconfidence.com,,Lille,cliniques_esthetiques,https://cliniqueconfidence.com,0320152093,hello@cliniqueconfidence.com,0,cliniques_esthetiques,general,30,5,"Clinique Confidence Lille-Marcq (Dr Branczko) : site tres moderne, Copyright 2026, Doctolib, RDV en ligne, avis Google 5.0/281. Aucun besoin detecte.",,,
7075,vidal.fr,,Lille,cliniques_esthetiques,https://vidal.fr,,jerome.vidal@vidal.fr,0,cliniques_esthetiques,general,50,5,"URL = Vidal.fr, portail national de reference sur les medicaments (base de donnees), PAS une clinique. Email jerome.vidal@vidal.fr = contact editeur. Donnee scrapee non fiable.",a_verifier,,
7076,chirurgie-esthetique-kopp-bordeaux.com,,Bordeaux,cliniques_esthetiques,https://chirurgie-esthetique-kopp-bordeaux.com,0556060532,contact@docteurkopp.com,0,cliniques_esthetiques,general,30,5,"Dr Quentin Kopp chirurgien esthetique Bordeaux : site moderne (agence Stratedge), blog recent, teleconsultation, tarifs, RDV en ligne. Aucun besoin detecte.",,,
7077,drgelliesthetique.fr,,Bordeaux,cliniques_esthetiques,https://drgelliesthetique.fr,0749113107,contact@drgelliesthetique.fr,0,cliniques_esthetiques,general,30,15,"Dr Fanny Gelli Gujan-Mestras (centre laser et medecine esthetique) : site complet, blog et actualites actifs (2025-2026), RDV Consulib, tarifs. Design correct mais simple.",,,
7078,docteur-rousvoal.com,,Bordeaux,cliniques_esthetiques,https://docteur-rousvoal.com,0852620639,,0,cliniques_esthetiques,general,30,10,"Dr Aurelien Rousvoal chirurgien esthetique Bordeaux : site moderne, blog, RDV en ligne, Instagram actif. Aucun besoin urgent detecte.",,,
7079,medecine-esthetique-cassis.fr,,Marseille,cliniques_esthetiques,https://medecine-esthetique-cassis.fr,0692181857,dr.guemasflinterman@gmail.com,0,cliniques_esthetiques,general,30,5,"Dr Alizee Guemas-Flinterman medecin esthetique Cassis : site moderne (agence WeComm), Copyright 2026, blog, tarifs, RDV en ligne. Aucun besoin detecte.",,,
7080,ansm.sante.fr,,Marseille,cliniques_esthetiques,https://ansm.sante.fr,0721255614,drd@ansm.sante.fr,0,cliniques_esthetiques,general,50,5,"URL = ANSM, agence publique de securite du medicament (site institutionnel gouvernemental), PAS une clinique. Email drd@ansm.sante.fr = adresse institutionnelle. Donnee scrapee hors cible.",a_verifier,,
7081,maisonmonticelli.com,,Marseille,cliniques_esthetiques,https://maisonmonticelli.com,0245061104,centremaisonmonticelli@gmail.com,0,cliniques_esthetiques,general,30,5,"Maison Monticelli (Marseille 8e, centre laser et medecine esthetique depuis 2003) : site riche, blog actif (juil 2026), Instagram, cas avant/apres, tarifs. Aucun besoin detecte.",,,
7082,drlucamarinelli.com,,Marseille,cliniques_esthetiques,https://drlucamarinelli.com,0588321909,contact@drlucamarinelli.com,0,cliniques_esthetiques,general,30,5,"Dr Luca Marinelli chirurgien face/cou Aix + Marseille : site tres moderne (agence Nexxis), blog actif (sept 2026), Doctolib, avis Trustindex 4.5+, Instagram. Aucun besoin detecte.",,,
7083,docteurcowen.fr,,Marseille,cliniques_esthetiques,https://docteurcowen.fr,0491773131,drmaximecowen@gmail.com,0,cliniques_esthetiques,general,30,10,"Dr Maxime Cowen chirurgien esthetique Marseille : site moderne, avis Google/Trustindex recents, Instagram, blog lipoedeme. Aucun besoin urgent detecte.",,,
7084,dermalogica.fr,,Lyon,cliniques_esthetiques,https://dermalogica.fr,,professionnel@dermalogica.com,0,cliniques_esthetiques,general,50,5,"URL = Dermalogica.fr, marque de cosmetiques (e-commerce), PAS une clinique. Email professionnel@dermalogica.com = service marketing marque. Donnee scrapee hors cible.",a_verifier,,
7085,centre-esthetique-roosevelt.fr,,Lyon,cliniques_esthetiques,https://centre-esthetique-roosevelt.fr,,dr.aimardromain@gmail.com,0,cliniques_esthetiques,general,30,5,"Centre Esthetique Roosevelt (Le 46) Lyon : vrai centre, 5 medecins/chirurgiens, site moderne, actualites recentes (juil 2026), tarifs, RDV. Aucun besoin detecte.",,,
7086,drmariemilan.com,,Lyon,cliniques_esthetiques,https://drmariemilan.com,0472943684,contact@drmariemilan.com,0,cliniques_esthetiques,general,30,10,"Dr Marie Milan medecin esthetique Lyon 7e/3e : vrai site, RDV en ligne, tarifs, Copyright 2024. Site simple mais fonctionnel.",,,
7087,deuxiemeavis.fr,,Paris,cliniques_esthetiques,https://deuxiemeavis.fr,,contact@deuxiemeavis.f,0,cliniques_esthetiques,general,50,5,"URL = DeuxiemeAvis.fr, plateforme francaise de 2e avis medical en ligne (societe Carians), PAS une clinique. Email contact@deuxiemeavis.fr = service plateforme. Donnee scrapee hors cible.",a_verifier,,
7088,medecin-esthetiqueparis.com,,Paris,cliniques_esthetiques,https://medecin-esthetiqueparis.com,,,0,cliniques_esthetiques,general,30,5,"Dr Heyfa Ben Youssef medecin esthetique et phlebologue Paris 16e : site riche, blog tres actif (sept 2026), Q&A patients, Doctolib, tarifs. Aucun besoin detecte.",,,
7089,docteur-benharoun.com,,Paris,cliniques_esthetiques,https://docteur-benharoun.com,,contact@cabinet-benharoun.com,0,cliniques_esthetiques,general,60,30,"Cabinet Dr Elie Benharoun Paris 8e : vrai cabinet de medecine esthetique avec contact direct (tel +33 1 42 66 17 86, email contact@cabinet-benharoun.com) mais site date et simple (Copyright 2019, agence Antreek), tres peu de pages. Bonne opportunite de modernisation.",a_contacter,,
7090,lazdelongchamp.fr,,Paris,cliniques_esthetiques,https://lazdelongchamp.fr,,contact@lazdelongchamp.fr,0,cliniques_esthetiques,general,30,10,"L'AZ de Longchamp by CSHP (Paris 16e) : clinique esthetique et dermo-esthetique, site moderne, tarifs, RDV. Copyright 2022 mais conception reprise. Aucun besoin urgent.",,,
7091,centre-villiers-batignolles.paris,,Paris,cliniques_esthetiques,https://centre-villiers-batignolles.paris,,contact@cvbparis.fr,0,cliniques_esthetiques,general,30,5,"Centre Villiers Batignolles (Paris 8e) : centre de chirurgie dermatologique et medecine esthetique, site riche et moderne (agence Antipodes Medical), Instagram, tarifs. Aucun besoin detecte.",,,
